employee_id,department,database_criticality,days_since_last_rotation,reminders_ignored,magic_link_clicked,caused_breach
EMP-1880,IT,Low,331,10,1,1
EMP-1881,HR,Critical,348,9,0,1
EMP-1882,Sales,Low,113,3,1,0
EMP-1883,HR,Low,188,11,0,0
EMP-1884,Sales,High,190,10,1,0
EMP-1885,Finance,Low,107,2,1,0
EMP-1886,Sales,Critical,139,1,1,0
EMP-1887,Finance,Critical,195,3,1,0
EMP-1888,Finance,Critical,45,1,0,0
EMP-1889,Engineering,Critical,239,3,0,1
EMP-1890,Engineering,Critical,160,2,1,0
EMP-1891,Finance,Low,85,1,0,0
EMP-1892,HR,Medium,323,7,1,1
EMP-1893,Engineering,Medium,110,4,1,0
EMP-1894,Marketing,High,171,3,1,0
EMP-1895,HR,Low,110,2,0,0
EMP-1896,IT,High,49,1,0,0
EMP-1897,Sales,High,385,11,1,1
EMP-1898,Finance,Low,120,3,1,0
EMP-1899,Sales,Critical,379,4,0,0
EMP-1900,IT,High,312,11,0,1
EMP-1901,IT,Low,206,11,0,1
EMP-1902,Sales,Low,69,0,0,0
EMP-1903,Marketing,Critical,201,10,0,1
EMP-1904,Finance,High,157,1,1,0
EMP-1905,Engineering,Medium,125,2,1,0
EMP-1906,HR,High,264,10,0,1
EMP-1907,Finance,Low,298,12,1,0
EMP-1908,Sales,Critical,221,11,1,1
EMP-1909,IT,Critical,400,12,0,1
EMP-1910,Sales,Low,114,4,0,0
EMP-1911,Finance,Low,119,4,1,0
EMP-1912,IT,Critical,182,4,0,0
EMP-1913,Marketing,Critical,102,4,1,0
EMP-1914,Marketing,Critical,127,1,1,1
EMP-1915,Finance,High,358,12,1,1
EMP-1916,Marketing,High,119,1,1,0
EMP-1917,IT,Low,377,3,1,0
EMP-1918,Engineering,Critical,335,12,1,1
EMP-1919,IT,High,30,1,0,1
EMP-1920,IT,Critical,40,1,1,0
EMP-1921,Engineering,Critical,127,3,1,0
EMP-1922,IT,High,327,8,1,1
EMP-1923,Engineering,High,51,0,0,0
EMP-1924,Finance,Medium,184,6,1,1
EMP-1925,HR,High,166,1,1,0
EMP-1926,Sales,Low,279,12,1,1
EMP-1927,Sales,Low,250,5,1,1
EMP-1928,IT,Low,359,7,0,1
EMP-1929,Finance,Medium,129,4,1,0
EMP-1930,Finance,Critical,245,8,1,1
EMP-1931,Engineering,Medium,46,1,1,0
EMP-1932,Marketing,Medium,270,10,1,0
EMP-1933,IT,Critical,117,2,1,1
EMP-1934,Sales,High,280,9,1,0
EMP-1935,Marketing,Critical,391,3,1,1
EMP-1936,Engineering,High,283,7,1,1
EMP-1937,HR,Critical,232,3,1,0
EMP-1938,HR,High,265,11,1,1
EMP-1939,Sales,Medium,281,8,1,0
EMP-1940,Finance,High,61,1,0,0
EMP-1941,IT,Medium,185,12,0,0
EMP-1942,HR,High,113,4,0,0
EMP-1943,HR,Medium,349,6,1,0
EMP-1944,Finance,Critical,113,1,0,0
EMP-1945,HR,Medium,242,10,1,1
EMP-1946,Engineering,High,284,12,1,0
EMP-1947,Engineering,High,214,8,1,0
EMP-1948,Sales,Low,281,7,0,0
EMP-1949,HR,Critical,302,5,1,1
EMP-1950,Sales,Low,213,8,1,1
EMP-1951,Sales,Low,156,4,1,0
EMP-1952,Marketing,Low,126,4,0,0
EMP-1953,Engineering,Low,159,2,1,0
EMP-1954,IT,High,104,4,0,1
EMP-1955,Finance,Medium,259,8,0,1
EMP-1956,HR,Medium,355,5,0,0
EMP-1957,Finance,High,346,6,1,1
EMP-1958,HR,High,144,3,1,0
EMP-1959,Engineering,Critical,186,10,1,0
EMP-1960,Engineering,Medium,51,1,1,0
EMP-1961,Sales,Low,322,4,1,0
EMP-1962,HR,Low,35,0,1,0
EMP-1963,Marketing,High,113,4,0,1
EMP-1964,Marketing,High,268,4,1,0
EMP-1965,IT,Medium,246,7,1,0
EMP-1966,Sales,Critical,316,7,1,1
EMP-1967,HR,Low,289,4,1,1
EMP-1968,Engineering,Medium,139,2,1,0
EMP-1969,HR,Critical,333,10,1,1
EMP-1970,Finance,High,266,5,1,0
EMP-1971,Marketing,High,94,1,0,0
EMP-1972,Finance,High,270,5,1,1
EMP-1973,HR,High,317,3,1,1
EMP-1974,Sales,Critical,129,3,0,0
EMP-1975,Finance,Low,360,7,1,0
EMP-1976,Sales,High,67,1,0,0
EMP-1977,Finance,Low,249,6,1,1
EMP-1978,Finance,Critical,209,10,0,1
EMP-1979,IT,Critical,177,2,1,0
EMP-1980,Marketing,High,368,8,0,1
EMP-1981,Engineering,Low,386,9,1,1
EMP-1982,Marketing,High,177,2,1,0
EMP-1983,HR,Medium,288,12,0,1
EMP-1984,Engineering,Low,115,2,1,0
EMP-1985,HR,Critical,308,6,1,1
EMP-1986,Finance,High,157,2,0,0
EMP-1987,Engineering,Low,355,10,1,0
EMP-1988,Finance,High,146,4,1,0
EMP-1989,Marketing,Medium,68,0,1,0
EMP-1990,IT,Low,350,12,1,1
EMP-1991,IT,Low,132,2,0,0
EMP-1992,Engineering,High,269,6,0,0
EMP-1993,Finance,Medium,302,9,0,0
EMP-1994,Sales,Critical,157,1,1,1
EMP-1995,Engineering,Medium,323,8,1,1
EMP-1996,Marketing,Critical,233,3,0,1
EMP-1997,Engineering,High,219,5,1,1
EMP-1998,HR,High,249,8,1,1
EMP-1999,Marketing,Medium,182,6,0,1
EMP-2000,HR,Low,281,9,1,0
EMP-2001,Marketing,Critical,44,1,1,0
EMP-2002,Finance,Critical,211,10,1,0
EMP-2003,Finance,Medium,103,2,0,1
EMP-2004,Finance,Low,252,4,1,0
EMP-2005,HR,Critical,100,1,1,0
EMP-2006,Sales,Critical,399,7,1,1
EMP-2007,HR,Low,84,0,1,0
EMP-2008,HR,Critical,143,4,1,0
EMP-2009,Engineering,Low,136,3,1,0
EMP-2010,Engineering,High,264,5,1,1
EMP-2011,Engineering,High,31,0,1,0
EMP-2012,Finance,Low,398,3,0,1
EMP-2013,Sales,Low,369,7,1,1
EMP-2014,Engineering,Low,210,11,1,1
EMP-2015,Sales,Low,168,4,1,0
EMP-2016,IT,High,90,3,1,0
EMP-2017,HR,Critical,272,3,0,0
EMP-2018,Finance,Critical,109,3,1,0
EMP-2019,Marketing,Low,76,0,1,0
EMP-2020,IT,High,116,3,1,0
EMP-2021,Marketing,Low,341,12,1,1
EMP-2022,IT,High,231,9,1,1
EMP-2023,HR,Critical,296,3,0,0
EMP-2024,Marketing,Critical,68,1,1,0
EMP-2025,IT,Critical,283,10,1,1
EMP-2026,Marketing,Medium,193,5,1,0
EMP-2027,HR,Low,203,10,0,1
EMP-2028,IT,Medium,97,1,1,0
EMP-2029,IT,High,129,4,1,1
EMP-2030,IT,High,348,5,1,1
EMP-2031,Marketing,Critical,181,7,1,0
EMP-2032,Marketing,Critical,117,3,1,0
EMP-2033,IT,Medium,31,0,1,0
EMP-2034,HR,Medium,114,3,1,0
EMP-2035,IT,Medium,384,4,1,1
EMP-2036,Engineering,Low,299,8,0,1
EMP-2037,Engineering,High,198,8,0,1
EMP-2038,Sales,Critical,302,7,1,1
EMP-2039,Finance,Medium,249,8,1,1
EMP-2040,Engineering,High,206,8,0,1
EMP-2041,HR,Medium,232,11,1,1
EMP-2042,Sales,Low,178,1,1,0
EMP-2043,IT,Critical,237,4,1,1
EMP-2044,Marketing,High,291,10,1,1
EMP-2045,Engineering,High,132,2,1,0
EMP-2046,Marketing,Critical,144,1,0,1
EMP-2047,Sales,Medium,198,4,1,0
EMP-2048,Marketing,Critical,282,11,1,0
EMP-2049,Sales,Low,210,8,1,1
EMP-2050,Finance,Critical,118,2,1,1
EMP-2051,Marketing,Critical,118,1,1,0
EMP-2052,HR,High,257,8,1,1
EMP-2053,IT,High,328,10,1,1
EMP-2054,IT,High,172,4,1,0
EMP-2055,Engineering,Critical,163,2,0,0
EMP-2056,Finance,High,370,11,1,1
EMP-2057,Sales,Low,235,6,1,1
EMP-2058,Sales,Medium,145,2,1,0
EMP-2059,Marketing,Medium,268,12,1,1
EMP-2060,Finance,Medium,113,1,1,0
EMP-2061,Sales,Low,282,5,1,0
EMP-2062,Sales,High,143,1,1,0
EMP-2063,Sales,Medium,202,10,0,1
EMP-2064,Finance,Critical,351,5,0,1
EMP-2065,Engineering,Critical,118,3,1,0
EMP-2066,Marketing,High,369,8,1,1
EMP-2067,IT,Critical,377,12,1,1
EMP-2068,HR,Critical,306,9,1,1
EMP-2069,IT,Low,184,3,1,0
EMP-2070,Marketing,Medium,124,3,0,0
EMP-2071,HR,High,230,8,1,1
EMP-2072,Sales,Low,167,1,0,0
EMP-2073,Finance,Critical,82,1,1,1
EMP-2074,Engineering,High,156,2,0,1
EMP-2075,Finance,Low,305,7,1,1
EMP-2076,Marketing,Medium,400,4,1,1
EMP-2077,IT,High,273,10,1,1
EMP-2078,IT,High,358,3,1,1
EMP-2079,Engineering,Medium,283,7,1,0
EMP-2080,HR,High,96,4,1,0
EMP-2081,IT,High,251,3,1,1
EMP-2082,IT,High,267,3,1,1
EMP-2083,HR,Medium,51,0,1,0
EMP-2084,Engineering,Low,156,4,1,0
EMP-2085,HR,Low,153,2,0,0
EMP-2086,Sales,Low,229,10,1,0
EMP-2087,HR,Low,71,1,1,0
EMP-2088,Engineering,Medium,125,2,0,1
EMP-2089,Finance,Low,273,5,1,1
EMP-2090,Marketing,Medium,351,3,1,1
EMP-2091,Engineering,Critical,375,8,1,1
EMP-2092,Sales,Medium,330,7,0,0
EMP-2093,Engineering,Low,344,12,0,1
EMP-2094,IT,Low,354,3,1,0
EMP-2095,HR,High,156,3,1,0
EMP-2096,HR,Medium,50,1,1,0
EMP-2097,Finance,High,158,2,1,0
EMP-2098,HR,Low,390,8,1,0
EMP-2099,Engineering,High,147,2,1,0
EMP-2100,Finance,Critical,30,1,1,0
EMP-2101,Sales,High,397,7,1,1
EMP-2102,Marketing,Low,152,4,1,0
EMP-2103,Marketing,Low,146,2,1,0
EMP-2104,Marketing,Medium,251,3,1,1
EMP-2105,Engineering,Medium,374,9,1,1
EMP-2106,Engineering,Medium,257,8,1,1
EMP-2107,Sales,Low,92,3,1,0
EMP-2108,Engineering,Critical,384,12,0,1
EMP-2109,Sales,Low,383,3,1,0
EMP-2110,Finance,Medium,188,4,0,0
EMP-2111,Marketing,Medium,132,1,0,0
EMP-2112,Finance,Low,371,7,0,1
EMP-2113,HR,Medium,166,2,1,0
EMP-2114,Engineering,Low,240,8,1,0
EMP-2115,Engineering,High,260,8,0,1
EMP-2116,HR,Critical,278,12,1,0
EMP-2117,Engineering,Medium,160,1,1,0
EMP-2118,Engineering,Critical,33,0,1,1
EMP-2119,Sales,High,138,2,1,0
EMP-2120,IT,Critical,260,11,1,1
EMP-2121,Finance,Critical,121,3,0,0
EMP-2122,Finance,Critical,390,12,1,0
EMP-2123,Engineering,Low,153,3,0,0
EMP-2124,HR,Medium,318,5,1,0
EMP-2125,Finance,Critical,330,6,1,1
EMP-2126,Finance,Medium,275,10,1,1
EMP-2127,HR,Critical,84,0,1,0
EMP-2128,Engineering,Medium,182,4,1,0
EMP-2129,Finance,Low,251,3,0,0
EMP-2130,Marketing,Medium,353,8,1,0
EMP-2131,Marketing,Low,308,10,0,1
EMP-2132,Engineering,Medium,379,3,0,1
EMP-2133,Finance,Low,371,11,1,0
EMP-2134,Finance,Low,261,6,1,1
EMP-2135,IT,Critical,172,2,1,0
EMP-2136,HR,Medium,110,1,1,1
EMP-2137,Finance,Critical,223,6,0,1
EMP-2138,HR,Critical,189,10,1,0
EMP-2139,HR,High,302,6,1,1
EMP-2140,Sales,Low,323,6,0,0
EMP-2141,Sales,Medium,197,6,1,0
EMP-2142,Finance,High,66,1,0,0
EMP-2143,Marketing,High,82,0,1,0
EMP-2144,Marketing,Critical,283,5,1,1
EMP-2145,Finance,Critical,117,2,1,0
EMP-2146,IT,High,159,4,1,0
EMP-2147,IT,High,260,6,1,1
EMP-2148,Sales,Medium,142,1,1,0
EMP-2149,HR,Medium,377,10,1,1
EMP-2150,HR,Low,127,2,1,0
EMP-2151,Sales,Low,57,1,1,0
EMP-2152,Sales,Critical,298,3,1,0
EMP-2153,IT,Low,216,5,1,1
EMP-2154,Finance,Critical,340,9,1,1
EMP-2155,Finance,Critical,396,11,0,1
EMP-2156,IT,Critical,117,4,1,1
EMP-2157,Marketing,High,140,4,1,0
EMP-2158,Marketing,High,369,5,0,1
EMP-2159,HR,Medium,275,7,0,1
EMP-2160,HR,Medium,319,6,0,1
EMP-2161,Finance,Medium,198,7,1,0
EMP-2162,HR,Critical,318,6,1,0
EMP-2163,Finance,High,250,7,0,1
EMP-2164,HR,High,53,0,0,0
EMP-2165,IT,Low,277,9,1,1
EMP-2166,Finance,Low,216,9,1,1
EMP-2167,IT,Critical,316,3,1,0
EMP-2168,Sales,Medium,234,8,1,1
EMP-2169,Marketing,Critical,97,3,1,0
EMP-2170,Marketing,Medium,102,3,1,0
EMP-2171,Finance,High,189,5,1,1
EMP-2172,IT,Low,40,1,0,0
EMP-2173,Sales,High,55,0,0,0
EMP-2174,HR,High,218,7,0,1
EMP-2175,HR,High,340,5,0,1
EMP-2176,Finance,High,254,5,1,1
EMP-2177,Sales,High,101,1,0,1
EMP-2178,Engineering,Low,251,9,1,1
EMP-2179,IT,High,358,6,0,1
EMP-2180,Marketing,Low,241,7,1,1
EMP-2181,Marketing,Medium,53,1,0,0
EMP-2182,Marketing,Critical,148,4,1,0
EMP-2183,HR,Medium,117,3,0,0
EMP-2184,HR,Low,267,8,1,1
EMP-2185,Sales,Medium,159,3,0,0
EMP-2186,Marketing,High,90,2,1,0
EMP-2187,IT,Low,271,8,1,0
EMP-2188,Sales,Critical,148,2,0,0
EMP-2189,Marketing,High,151,3,1,0
EMP-2190,Engineering,High,290,3,0,1
EMP-2191,Finance,High,313,9,1,1
EMP-2192,HR,Critical,127,3,1,0
EMP-2193,Marketing,Critical,195,6,1,0
EMP-2194,Finance,Low,269,11,1,0
EMP-2195,HR,Critical,94,2,1,0
EMP-2196,Engineering,Critical,138,3,1,0
EMP-2197,Marketing,Critical,136,1,1,1
EMP-2198,Engineering,Critical,206,4,1,1
EMP-2199,Marketing,Critical,284,11,1,1
EMP-2200,Marketing,High,182,12,1,1
EMP-2201,Marketing,Low,355,5,1,0
EMP-2202,HR,Medium,223,6,1,1
EMP-2203,Engineering,Medium,394,3,0,1
EMP-2204,IT,Critical,392,5,0,0
EMP-2205,Engineering,Medium,199,9,0,1
EMP-2206,Marketing,Critical,112,3,0,0
EMP-2207,HR,Low,32,0,0,0
EMP-2208,HR,High,335,9,1,1
EMP-2209,Engineering,Low,84,0,0,0
EMP-2210,Finance,Low,95,1,0,0
EMP-2211,Sales,High,367,12,1,1
EMP-2212,Sales,Low,133,2,1,0
EMP-2213,HR,High,223,6,1,1
EMP-2214,Marketing,Medium,129,3,0,0
EMP-2215,Sales,Low,363,12,1,1
EMP-2216,Sales,Low,157,3,1,0
EMP-2217,Marketing,High,336,12,1,1
EMP-2218,Engineering,Medium,102,3,1,0
EMP-2219,Marketing,Critical,277,4,1,1
EMP-2220,IT,Critical,200,7,0,1
EMP-2221,Finance,Low,385,8,1,0
EMP-2222,IT,High,168,3,1,0
EMP-2223,Marketing,Medium,111,1,1,0
EMP-2224,IT,Medium,224,11,1,1
EMP-2225,HR,Medium,224,6,0,1
EMP-2226,Sales,Medium,141,2,1,0
EMP-2227,Sales,Critical,256,8,0,1
EMP-2228,IT,Medium,397,5,0,1
EMP-2229,Engineering,High,66,1,0,0
EMP-2230,IT,Critical,220,8,1,1
EMP-2231,Marketing,High,110,1,0,0
EMP-2232,IT,Critical,232,6,0,1
EMP-2233,Marketing,High,75,1,1,0
EMP-2234,Engineering,Critical,74,1,1,0
EMP-2235,Sales,Medium,144,2,1,0
EMP-2236,Finance,High,270,11,1,0
EMP-2237,Sales,Medium,119,2,0,1
EMP-2238,Marketing,Critical,154,3,1,0
EMP-2239,Sales,Critical,298,11,1,1
EMP-2240,Finance,Medium,296,4,1,1
EMP-2241,IT,Medium,32,1,1,0
EMP-2242,Finance,Critical,86,0,1,0
EMP-2243,IT,High,389,11,1,1
EMP-2244,Sales,Low,345,10,0,1
EMP-2245,Sales,Critical,175,3,1,0
EMP-2246,HR,Medium,341,9,1,1
EMP-2247,Engineering,Low,350,5,0,0
EMP-2248,Engineering,High,59,0,1,1
EMP-2249,Marketing,High,59,1,1,0
EMP-2250,HR,High,310,9,1,0
EMP-2251,Marketing,Critical,314,12,1,1
EMP-2252,Finance,High,51,0,1,1
EMP-2253,Finance,Critical,373,6,1,1
EMP-2254,Engineering,High,203,9,1,1
EMP-2255,Engineering,Low,181,11,0,1
EMP-2256,Sales,High,288,9,1,1
EMP-2257,HR,High,222,7,1,1
EMP-2258,Sales,Medium,122,1,1,0
EMP-2259,HR,Critical,68,0,1,0
EMP-2260,IT,High,281,6,0,1
EMP-2261,HR,Medium,210,10,1,0
EMP-2262,Sales,Medium,36,1,1,0
EMP-2263,IT,Medium,329,6,1,1
EMP-2264,Engineering,Medium,360,7,0,1
EMP-2265,Engineering,Medium,132,3,0,1
EMP-2266,Engineering,Low,234,5,0,1
EMP-2267,HR,Critical,183,9,1,1
EMP-2268,Finance,Medium,243,10,0,1
EMP-2269,Engineering,Low,73,0,0,0
EMP-2270,HR,Medium,366,9,1,0
EMP-2271,IT,Medium,158,4,1,0
EMP-2272,Sales,Low,137,4,0,0
EMP-2273,HR,High,275,6,0,1
EMP-2274,HR,Medium,328,11,1,1
EMP-2275,Marketing,High,385,3,1,0
EMP-2276,IT,Critical,231,9,0,1
EMP-2277,Engineering,Critical,43,0,1,1
EMP-2278,Sales,Medium,56,0,0,1
EMP-2279,Engineering,Low,299,4,1,0
EMP-2280,HR,Critical,72,0,1,1
EMP-2281,Finance,Medium,226,11,1,0
EMP-2282,Engineering,Critical,153,3,1,1
EMP-2283,Marketing,Low,320,4,0,1
EMP-2284,HR,High,72,0,0,0
EMP-2285,IT,Medium,92,3,1,0
EMP-2286,Engineering,Critical,87,0,0,0
EMP-2287,Engineering,Critical,326,7,1,1
EMP-2288,Sales,Low,159,4,1,0
EMP-2289,Marketing,Critical,378,9,0,1
EMP-2290,Marketing,Medium,318,3,0,0
EMP-2291,Sales,High,57,1,1,0
EMP-2292,Sales,Critical,245,6,1,1
EMP-2293,Engineering,Low,173,1,0,0
EMP-2294,Engineering,Medium,246,12,0,1
EMP-2295,Marketing,Critical,300,3,0,1
EMP-2296,IT,High,94,1,1,0
EMP-2297,Sales,Medium,86,1,1,0
EMP-2298,Engineering,Low,269,10,1,1
EMP-2299,HR,Critical,167,4,1,0
EMP-2300,Marketing,Critical,57,1,0,0
EMP-2301,Engineering,Critical,150,3,1,0
EMP-2302,HR,Critical,253,8,0,1
EMP-2303,Engineering,High,211,12,1,1
EMP-2304,HR,Critical,341,3,0,0
EMP-2305,Marketing,Low,287,12,0,1
EMP-2306,HR,Low,247,4,0,0
EMP-2307,Sales,Low,386,4,1,0
EMP-2308,Finance,Critical,33,1,0,0
EMP-2309,Marketing,Medium,387,8,1,1
EMP-2310,Sales,Critical,62,0,1,1
EMP-2311,Engineering,High,260,9,1,1
EMP-2312,Engineering,Low,368,9,0,1
EMP-2313,Sales,Critical,287,3,1,1
EMP-2314,IT,Low,125,2,1,0
EMP-2315,IT,Critical,271,8,1,1
EMP-2316,Engineering,Critical,219,4,1,1
EMP-2317,Marketing,Critical,124,2,0,0
EMP-2318,HR,High,278,11,0,1
EMP-2319,Finance,Critical,120,1,1,0
EMP-2320,IT,Low,54,0,1,0
EMP-2321,HR,Critical,208,3,0,1
EMP-2322,Engineering,Critical,109,1,1,0
EMP-2323,IT,Critical,355,6,0,1
EMP-2324,Marketing,Low,372,5,0,1
EMP-2325,IT,Low,295,9,1,0
EMP-2326,Marketing,Critical,67,1,1,0
EMP-2327,Marketing,Medium,36,0,1,0
EMP-2328,Engineering,Critical,45,1,0,0
EMP-2329,Sales,Low,182,7,0,1
EMP-2330,Engineering,Critical,259,6,0,1
EMP-2331,HR,Low,124,2,0,1
EMP-2332,Engineering,High,50,1,1,0
EMP-2333,Sales,High,324,12,1,1
EMP-2334,Engineering,Critical,181,7,0,1
EMP-2335,IT,Critical,385,3,0,0
EMP-2336,HR,Medium,39,1,1,0
EMP-2337,IT,High,309,9,0,1
EMP-2338,Finance,High,378,6,0,1
EMP-2339,HR,Medium,374,12,1,1
EMP-2340,HR,Low,309,8,1,1
EMP-2341,Engineering,High,257,5,1,1
EMP-2342,IT,High,156,2,1,0
EMP-2343,Sales,High,248,6,1,1
EMP-2344,Marketing,Medium,37,1,1,0
EMP-2345,Marketing,High,307,4,0,1
EMP-2346,Engineering,High,119,1,1,0
EMP-2347,Sales,Medium,150,4,1,0
EMP-2348,Engineering,Low,279,7,0,1
EMP-2349,Marketing,High,262,9,1,0
EMP-2350,Sales,Low,250,5,0,1
EMP-2351,Finance,Low,381,7,0,1
EMP-2352,Marketing,Critical,32,1,1,0
EMP-2353,IT,High,387,5,1,1
EMP-2354,Marketing,Medium,305,4,0,0
EMP-2355,Engineering,High,371,7,1,1
EMP-2356,Engineering,Critical,67,1,0,0
EMP-2357,Sales,Medium,37,1,1,0
EMP-2358,Engineering,Critical,366,4,1,1
EMP-2359,Engineering,Medium,394,6,1,1
EMP-2360,IT,High,47,1,1,0
EMP-2361,HR,High,259,10,1,1
EMP-2362,Engineering,Critical,92,2,1,0
EMP-2363,Marketing,Medium,104,2,1,0
EMP-2364,Engineering,Critical,276,11,0,0
EMP-2365,Engineering,Critical,310,5,1,0
EMP-2366,HR,Critical,220,10,0,1
EMP-2367,Sales,Medium,276,10,1,1
EMP-2368,HR,Medium,177,1,1,0
EMP-2369,IT,Medium,379,12,1,1
EMP-2370,HR,Low,30,1,0,0
EMP-2371,IT,Low,58,1,0,0
EMP-2372,Marketing,Critical,337,8,1,1
EMP-2373,Engineering,Medium,391,6,1,1
EMP-2374,IT,Medium,268,8,1,1
EMP-2375,Sales,Critical,77,0,1,0
EMP-2376,Sales,High,221,5,1,1
EMP-2377,Finance,Medium,179,4,1,0
EMP-2378,Engineering,Low,184,10,0,0
EMP-2379,HR,Medium,381,9,1,1
EMP-2380,Engineering,Low,137,2,0,0
EMP-2381,Engineering,Medium,115,1,1,0
EMP-2382,Engineering,Low,60,1,1,0
EMP-2383,Engineering,High,141,2,1,0
EMP-2384,Finance,Critical,93,1,0,1
EMP-2385,Engineering,Medium,174,2,1,0
EMP-2386,HR,Low,198,12,0,1
EMP-2387,IT,High,400,10,0,0
EMP-2388,Sales,Medium,195,5,1,0
EMP-2389,IT,Critical,280,8,1,1
EMP-2390,IT,Medium,375,12,1,0
EMP-2391,Marketing,Medium,261,3,1,0
EMP-2392,HR,Critical,62,0,1,0
EMP-2393,HR,High,196,11,0,0
EMP-2394,Finance,High,131,3,1,0
EMP-2395,Marketing,Critical,135,2,0,0
EMP-2396,Sales,Low,116,3,1,0
EMP-2397,Sales,Low,306,4,0,0
EMP-2398,HR,Critical,391,4,1,0
EMP-2399,Sales,Critical,321,10,1,0
EMP-2400,HR,Medium,379,3,1,1
EMP-2401,Finance,High,395,6,1,1
EMP-2402,IT,Low,54,1,1,0
EMP-2403,HR,Medium,73,0,1,0
EMP-2404,Marketing,Low,172,2,0,0
EMP-2405,HR,Critical,329,11,1,1
EMP-2406,Marketing,Medium,30,1,1,0
EMP-2407,IT,Critical,195,7,0,1
EMP-2408,Engineering,Low,352,3,1,0
EMP-2409,IT,Medium,139,1,0,0
EMP-2410,Marketing,Critical,97,1,0,0
EMP-2411,Marketing,Critical,109,2,1,0
EMP-2412,IT,High,131,2,1,0
EMP-2413,Sales,Low,253,8,0,1
EMP-2414,Finance,High,384,3,1,1
EMP-2415,IT,Medium,306,12,1,1
EMP-2416,Sales,Critical,91,3,0,0
EMP-2417,Sales,Critical,313,11,0,1
EMP-2418,HR,Low,78,0,1,0
EMP-2419,Finance,High,161,3,1,0
EMP-2420,IT,High,335,9,0,1
EMP-2421,Engineering,Medium,298,6,1,1
EMP-2422,Engineering,Low,393,12,1,1
EMP-2423,Finance,Medium,84,1,1,0
EMP-2424,IT,Low,255,5,1,0
EMP-2425,Engineering,Critical,147,2,0,0
EMP-2426,Finance,Critical,31,1,1,0
EMP-2427,IT,Medium,92,1,1,0
EMP-2428,IT,High,220,7,1,1
EMP-2429,IT,High,214,12,1,1
EMP-2430,HR,Critical,149,4,0,0
EMP-2431,Sales,Critical,287,5,1,1
EMP-2432,Engineering,Critical,173,2,1,0
EMP-2433,Marketing,Low,200,6,1,0
EMP-2434,Marketing,Critical,179,3,1,0
EMP-2435,HR,Low,72,0,1,0
EMP-2436,Engineering,Critical,375,11,1,1
EMP-2437,Engineering,Medium,221,11,1,1
EMP-2438,Marketing,High,318,4,1,0
EMP-2439,Finance,Low,281,3,1,0
EMP-2440,IT,Medium,204,7,1,1
EMP-2441,Sales,Low,45,0,1,0
EMP-2442,HR,Medium,122,4,1,0
EMP-2443,IT,Medium,241,3,1,1
EMP-2444,Engineering,High,304,11,1,1
EMP-2445,Finance,Low,102,2,1,0
EMP-2446,Finance,High,243,12,1,1
EMP-2447,HR,Medium,363,12,1,0
EMP-2448,IT,Low,267,8,0,0
EMP-2449,HR,Medium,333,9,1,1
EMP-2450,Finance,Critical,337,4,1,1
EMP-2451,Marketing,Low,51,0,1,0
EMP-2452,Marketing,Critical,294,5,1,0
EMP-2453,Sales,Low,219,12,1,1
EMP-2454,Engineering,Medium,52,1,1,0
EMP-2455,Marketing,High,158,4,1,0
EMP-2456,IT,Critical,336,9,0,1
EMP-2457,Marketing,High,137,4,1,1
EMP-2458,HR,Critical,116,4,0,1
EMP-2459,HR,Critical,83,1,1,0
EMP-2460,Engineering,Critical,200,9,1,0
EMP-2461,Engineering,Medium,60,0,1,0
EMP-2462,Finance,Medium,378,5,0,0
EMP-2463,IT,High,162,2,1,0
EMP-2464,Finance,High,304,11,1,1
EMP-2465,Marketing,Critical,287,3,1,1
EMP-2466,IT,Low,262,12,1,0
EMP-2467,HR,Low,393,7,1,1
EMP-2468,Marketing,High,367,9,1,1
EMP-2469,HR,Medium,122,1,1,0
EMP-2470,HR,Critical,146,2,0,0
EMP-2471,Engineering,High,160,4,0,1
EMP-2472,Marketing,Low,220,9,1,1
EMP-2473,HR,Medium,283,12,1,1
EMP-2474,IT,Low,391,12,1,1
EMP-2475,Engineering,Critical,185,4,0,0
EMP-2476,Engineering,High,305,11,1,1
EMP-2477,Sales,Low,347,11,0,1
EMP-2478,HR,Low,267,11,1,1
EMP-2479,Engineering,High,253,12,1,1
EMP-2480,IT,Low,178,2,0,0
EMP-2481,Sales,High,275,6,1,0
EMP-2482,Sales,High,45,0,0,0
EMP-2483,IT,High,129,4,1,0
EMP-2484,Sales,High,172,2,1,0
EMP-2485,Finance,High,385,10,1,1
EMP-2486,Sales,Critical,226,10,1,1
EMP-2487,Sales,Low,83,0,1,0
EMP-2488,HR,High,298,10,1,1
EMP-2489,Engineering,High,266,11,1,1
EMP-2490,Finance,High,47,1,1,0
EMP-2491,Engineering,Low,96,4,1,0
EMP-2492,IT,Medium,361,5,1,1
EMP-2493,Finance,Low,230,4,1,1
EMP-2494,Engineering,High,283,10,1,1
EMP-2495,Marketing,High,232,8,1,1
EMP-2496,Sales,Critical,112,1,1,0
EMP-2497,Engineering,Critical,257,9,1,0
EMP-2498,HR,Critical,73,0,0,0
EMP-2499,HR,Medium,328,9,1,1
EMP-2500,Sales,Critical,325,9,1,1
EMP-2501,Finance,Critical,296,3,1,1
EMP-2502,HR,Critical,50,1,0,1
EMP-2503,Sales,High,98,4,0,0
EMP-2504,HR,Medium,351,5,1,0
EMP-2505,Marketing,Medium,397,11,1,1
