employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,breach_risk_score,caused_breach
EMP-2292,Data Science,Senior Developer,CockroachDB,17,4,3,1,2,4,36,10,1,0,0
EMP-2293,Infrastructure,Analyst,Redis,44,11,6,5,1,26,17,7,0,0,0
EMP-2294,HR,Analyst,Redis,146,9,7,2,0,69,27,6,0,0,0
EMP-2295,Data Science,Senior Developer,CockroachDB,80,4,3,1,2,11,1,6,1,0,0
EMP-2296,Engineering,Manager,MongoDB,-34,7,6,1,11,21,4,2,1,100,1
EMP-2297,Engineering,Manager,MySQL,26,15,12,3,0,13,23,9,0,0,0
EMP-2298,QA,Tech Lead,Redis,130,0,0,0,0,31,15,2,1,0,0
EMP-2299,Infrastructure,Engineer,SQL Server,54,6,3,3,1,44,11,2,1,0,0
EMP-2300,Infrastructure,Intern,SQL Server,31,14,7,7,1,95,34,9,1,0,0
EMP-2301,Security,Engineer,MySQL,126,2,1,1,1,55,7,2,0,15.17,0
EMP-2302,Data Science,Analyst,CockroachDB,141,15,13,2,1,67,38,10,1,0,0
EMP-2303,Security,Senior Developer,SQL Server,139,1,1,0,0,5,15,6,0,0,0
EMP-2304,Security,Tech Lead,MySQL,23,9,5,4,0,8,4,4,1,0,0
EMP-2305,Data Science,Engineer,MariaDB,58,0,0,0,0,66,28,6,1,0,0
EMP-2306,Operations,Intern,CockroachDB,103,2,1,1,2,81,2,5,1,0,1
EMP-2307,HR,Developer,Oracle,81,3,3,0,1,56,37,10,0,0,0
EMP-2308,QA,Developer,MariaDB,60,9,8,1,1,26,9,8,0,0,0
EMP-2309,Data Science,Senior Developer,MongoDB,80,13,8,5,1,13,36,5,1,0,0
EMP-2310,Finance,Manager,MariaDB,43,4,3,1,2,22,37,10,1,0,0
EMP-2311,QA,Senior Developer,Redis,117,14,14,0,2,25,29,4,1,0,0
EMP-2312,Operations,Junior Developer,PostgreSQL,131,0,0,0,1,110,37,2,1,0,0
EMP-2313,Infrastructure,Manager,Redis,27,3,2,1,2,32,8,2,1,0,0
EMP-2314,QA,Senior Developer,PostgreSQL,-4,11,9,2,9,31,38,7,0,35.17,0
EMP-2315,Finance,Junior Developer,MySQL,100,14,10,4,0,54,12,3,1,0,0
EMP-2316,Engineering,Tech Lead,MySQL,69,14,9,5,0,31,34,10,0,0,0
EMP-2317,Data Science,Tech Lead,PostgreSQL,1,12,10,2,1,19,23,6,0,0,0
EMP-2318,Data Science,Manager,SQL Server,116,12,8,4,1,13,1,8,0,0,0
EMP-2319,Data Science,Tech Lead,MongoDB,75,1,1,0,0,7,10,8,0,0,0
EMP-2320,Infrastructure,Intern,Redis,96,6,6,0,2,41,30,10,1,0,0
EMP-2321,Security,Engineer,CockroachDB,3,2,2,0,4,59,12,2,1,0.83,0
EMP-2322,HR,Intern,Oracle,11,12,9,3,1,25,30,4,1,0,0
EMP-2323,Security,Intern,MongoDB,29,5,3,2,2,94,23,7,1,0,0
EMP-2324,Infrastructure,Intern,SQL Server,70,11,7,4,1,82,2,10,1,0,0
EMP-2325,HR,Intern,PostgreSQL,10,11,9,2,2,137,28,8,1,0,0
EMP-2326,Finance,Intern,PostgreSQL,128,3,2,1,2,60,21,5,0,6.0,0
EMP-2327,Infrastructure,Analyst,MongoDB,110,13,9,4,2,28,23,9,1,0,0
EMP-2328,Infrastructure,Manager,MariaDB,45,9,7,2,1,27,32,7,1,0,0
EMP-2329,Infrastructure,Junior Developer,MariaDB,63,10,7,3,1,71,24,7,1,0,0
EMP-2330,Finance,Engineer,MySQL,-3,10,8,2,10,59,1,4,1,40.83,0
EMP-2331,QA,Senior Developer,CockroachDB,104,11,9,2,0,20,38,6,1,0,0
EMP-2332,HR,Engineer,PostgreSQL,30,9,6,3,0,23,34,2,1,0,0
EMP-2333,Finance,Intern,CockroachDB,-34,9,7,2,7,27,10,9,1,100,1
EMP-2334,HR,Analyst,Redis,39,6,4,2,2,53,36,8,0,0,0
EMP-2335,Operations,Manager,MariaDB,-10,13,10,3,8,22,1,4,0,63.67,1
EMP-2336,Infrastructure,Analyst,SQL Server,-21,15,15,0,11,24,16,4,1,37.0,1
EMP-2337,Finance,Engineer,MongoDB,-39,10,7,3,5,49,13,7,0,100,1
EMP-2338,HR,Senior Developer,MySQL,36,10,8,2,1,26,19,10,0,0,0
EMP-2339,Engineering,Engineer,SQL Server,48,2,2,0,2,29,7,9,1,0,0
EMP-2340,QA,Senior Developer,PostgreSQL,49,10,8,2,0,9,40,2,0,0,0
EMP-2341,Engineering,Intern,SQL Server,113,11,8,3,1,155,21,3,1,0,0
EMP-2342,Security,Junior Developer,Redis,49,6,5,1,2,67,19,2,0,0,0
EMP-2343,Data Science,Engineer,CockroachDB,67,13,12,1,1,35,38,9,0,0,0
EMP-2344,Engineering,Developer,Redis,82,10,8,2,0,14,32,10,0,0,0
EMP-2345,Operations,Manager,MongoDB,29,0,0,0,1,25,21,4,1,0,0
EMP-2346,Security,Analyst,SQL Server,40,8,7,1,2,19,37,2,1,0,1
EMP-2347,QA,Junior Developer,MongoDB,101,11,7,4,1,72,19,9,1,0,0
EMP-2348,Finance,Developer,MongoDB,76,5,5,0,1,69,30,2,0,0,0
EMP-2349,QA,Intern,PostgreSQL,19,0,0,0,2,29,18,2,1,0,0
EMP-2350,Engineering,Tech Lead,Redis,148,13,10,3,2,4,3,4,1,0,0
EMP-2351,QA,Intern,Oracle,125,0,0,0,0,61,36,9,0,0,0
EMP-2352,Finance,Senior Developer,Oracle,13,15,14,1,0,3,12,4,0,0,0
EMP-2353,QA,Intern,MySQL,83,11,6,5,2,146,34,4,1,15.33,0
EMP-2354,Engineering,Analyst,Redis,145,11,7,4,2,38,26,3,1,0,0
EMP-2355,Infrastructure,Manager,MySQL,93,4,4,0,1,29,34,3,1,0,0
EMP-2356,HR,Engineer,MongoDB,9,1,1,0,1,37,30,10,1,0,0
EMP-2357,Operations,Intern,Redis,117,4,4,0,2,91,26,8,1,0,0
EMP-2358,Finance,Junior Developer,MySQL,-23,0,0,0,6,136,19,6,1,100,1
EMP-2359,Infrastructure,Tech Lead,CockroachDB,-19,2,1,1,10,31,39,5,0,100,1
EMP-2360,Finance,Senior Developer,MongoDB,62,0,0,0,0,36,8,9,1,0,0
EMP-2361,Operations,Tech Lead,CockroachDB,137,15,14,1,2,26,34,9,1,0,0
EMP-2362,Finance,Junior Developer,CockroachDB,35,0,0,0,0,109,20,7,0,0,0
EMP-2363,HR,Intern,PostgreSQL,-17,9,5,4,10,69,8,10,0,100,1
EMP-2364,Security,Senior Developer,MariaDB,142,10,9,1,1,25,19,6,0,0,0
EMP-2365,Infrastructure,Engineer,Redis,140,9,5,4,0,14,17,9,1,0,0
EMP-2366,Infrastructure,Intern,SQL Server,83,0,0,0,2,54,14,10,0,0,0
EMP-2367,Infrastructure,Tech Lead,MariaDB,62,0,0,0,2,29,40,10,1,0,0
EMP-2368,Operations,Engineer,SQL Server,-32,0,0,0,6,27,3,4,1,100,1
EMP-2369,Data Science,Analyst,MySQL,64,15,13,2,0,20,13,4,1,0,0
EMP-2370,QA,Analyst,Oracle,125,5,3,2,1,61,32,4,1,0,0
EMP-2371,Data Science,Senior Developer,PostgreSQL,85,2,2,0,2,27,39,10,0,0,0
EMP-2372,Finance,Developer,Oracle,70,3,3,0,0,33,30,4,1,0,0
EMP-2373,HR,Analyst,MySQL,8,0,0,0,0,70,4,5,0,0,0
EMP-2374,QA,Tech Lead,MySQL,46,1,1,0,0,22,8,3,0,0,0
EMP-2375,Infrastructure,Tech Lead,Redis,51,1,1,0,0,4,27,4,0,0,0
EMP-2376,QA,Tech Lead,PostgreSQL,76,4,2,2,1,18,10,8,1,0,0
EMP-2377,Security,Senior Developer,MySQL,108,4,3,1,0,32,3,4,1,0,0
EMP-2378,Finance,Engineer,SQL Server,-24,13,9,4,10,25,22,10,0,100,1
EMP-2379,Operations,Engineer,Oracle,94,2,1,1,1,67,13,2,1,0,0
EMP-2380,Security,Senior Developer,Redis,48,1,1,0,1,17,22,3,1,0,0
EMP-2381,Data Science,Senior Developer,CockroachDB,1,1,1,0,1,26,20,5,1,0,0
EMP-2382,Finance,Developer,Oracle,23,2,2,0,0,57,21,5,1,0,1
EMP-2383,Operations,Intern,PostgreSQL,61,8,5,3,2,166,2,9,1,0,0
EMP-2384,Security,Engineer,SQL Server,20,4,3,1,2,66,31,10,1,0,0
EMP-2385,Finance,Senior Developer,PostgreSQL,90,8,7,1,1,14,10,8,0,0,0
EMP-2386,Security,Intern,MongoDB,-34,7,7,0,12,61,5,2,0,100,1
EMP-2387,Data Science,Manager,Oracle,-30,12,11,1,6,19,1,10,0,67.17,1
EMP-2388,QA,Senior Developer,MariaDB,64,14,7,7,0,8,29,4,1,0,1
EMP-2389,Engineering,Tech Lead,Oracle,120,9,8,1,1,36,13,6,1,0,0
EMP-2390,QA,Senior Developer,CockroachDB,12,14,11,3,2,35,7,5,1,0,0
EMP-2391,Security,Manager,PostgreSQL,-3,6,4,2,3,10,37,5,0,15.67,0
EMP-2392,Infrastructure,Tech Lead,SQL Server,65,2,2,0,2,22,31,8,0,0,0
EMP-2393,Finance,Junior Developer,MongoDB,26,4,3,1,0,104,25,10,1,0,0
EMP-2394,Security,Tech Lead,PostgreSQL,-29,5,5,0,5,16,9,5,1,83.67,1
EMP-2395,Data Science,Engineer,SQL Server,124,11,6,5,1,54,28,5,0,11.0,0
EMP-2396,Security,Engineer,PostgreSQL,-2,13,11,2,12,19,19,4,1,26.17,0
EMP-2397,Engineering,Analyst,CockroachDB,-37,10,6,4,5,27,27,8,1,100,1
EMP-2398,Finance,Junior Developer,PostgreSQL,64,6,5,1,0,159,33,10,1,0,0
EMP-2399,HR,Senior Developer,MariaDB,91,10,7,3,2,22,14,9,1,0,0
EMP-2400,HR,Analyst,CockroachDB,122,1,1,0,1,15,6,8,0,0,0
EMP-2401,QA,Senior Developer,MongoDB,95,13,9,4,0,15,1,10,1,0,0
EMP-2402,Infrastructure,Senior Developer,CockroachDB,-33,0,0,0,11,6,2,9,1,100,1
EMP-2403,QA,Tech Lead,MongoDB,81,4,2,2,2,11,28,9,0,0,0
EMP-2404,Engineering,Senior Developer,Oracle,109,15,15,0,0,13,25,2,1,0,0
EMP-2405,QA,Junior Developer,Redis,71,1,1,0,0,151,39,8,1,0,0
EMP-2406,QA,Senior Developer,MongoDB,116,6,3,3,2,24,34,3,1,0,0
EMP-2407,Security,Senior Developer,Oracle,11,12,10,2,1,9,6,6,1,0,0
EMP-2408,Finance,Developer,MongoDB,-23,9,9,0,3,50,6,10,0,18.33,1
EMP-2409,Data Science,Junior Developer,Redis,17,2,2,0,0,38,29,4,1,0,0
EMP-2410,Operations,Junior Developer,Oracle,61,12,9,3,2,44,27,7,0,0,0
EMP-2411,Infrastructure,Engineer,PostgreSQL,78,3,3,0,0,34,28,4,0,0,0
EMP-2412,Security,Developer,CockroachDB,65,12,7,5,2,22,40,2,1,0,0
EMP-2413,QA,Manager,Redis,-17,3,3,0,11,30,28,2,1,100,1
EMP-2414,Finance,Junior Developer,CockroachDB,117,11,10,1,2,131,40,10,1,0,0
EMP-2415,Finance,Analyst,MongoDB,-39,3,3,0,8,38,20,9,1,100,1
EMP-2416,Data Science,Engineer,Redis,47,4,4,0,0,47,25,5,1,0,0
EMP-2417,Finance,Developer,CockroachDB,95,12,7,5,2,34,37,3,1,0,0
EMP-2418,Infrastructure,Engineer,MongoDB,132,8,8,0,2,25,23,6,1,0,0
EMP-2419,Operations,Engineer,Oracle,68,7,4,3,2,70,9,9,1,0,0
EMP-2420,Engineering,Intern,Oracle,-3,2,1,1,10,139,2,10,1,74.17,1
EMP-2421,Data Science,Tech Lead,Redis,15,6,5,1,0,17,25,7,1,0,0
EMP-2422,Security,Engineer,MySQL,88,11,6,5,1,53,28,5,1,0,0
EMP-2423,HR,Intern,SQL Server,53,1,1,0,0,48,6,3,0,0,0
EMP-2424,Data Science,Senior Developer,PostgreSQL,97,13,11,2,2,11,21,3,1,0,0
EMP-2425,Finance,Intern,MariaDB,94,10,6,4,2,42,33,8,1,0,1
EMP-2426,Data Science,Developer,MySQL,37,9,8,1,0,44,33,8,0,0,0
EMP-2427,Finance,Senior Developer,Redis,0,5,4,1,3,28,9,9,0,0,0
EMP-2428,Infrastructure,Analyst,MySQL,96,9,5,4,1,36,1,6,1,0,0
EMP-2429,Security,Senior Developer,PostgreSQL,-3,3,2,1,6,2,16,3,1,31.33,0
EMP-2430,Engineering,Manager,MariaDB,35,10,9,1,0,19,8,5,1,0,0
EMP-2431,Operations,Engineer,Oracle,-20,14,11,3,9,16,29,2,1,87.67,1
EMP-2432,Security,Senior Developer,MariaDB,3,7,6,1,1,23,38,5,1,0,0
EMP-2433,Operations,Tech Lead,Redis,29,13,8,5,1,19,11,10,0,0,0
EMP-2434,Engineering,Senior Developer,MySQL,15,12,9,3,0,35,12,2,0,0,0
EMP-2435,Finance,Tech Lead,MariaDB,78,3,2,1,2,26,21,4,0,4.33,0
EMP-2436,Engineering,Senior Developer,CockroachDB,-15,5,5,0,8,21,4,10,1,38.5,0
EMP-2437,Operations,Intern,PostgreSQL,110,8,7,1,0,125,7,8,1,0,0
EMP-2438,Operations,Tech Lead,CockroachDB,5,7,5,2,5,18,20,7,1,0,0
EMP-2439,Infrastructure,Tech Lead,SQL Server,129,15,11,4,2,35,37,10,0,0,0
EMP-2440,Security,Manager,MariaDB,-11,15,14,1,10,34,9,5,0,29.67,0
EMP-2441,Engineering,Engineer,MongoDB,89,2,1,1,2,27,32,2,1,0,0
EMP-2442,HR,Senior Developer,MongoDB,49,11,8,3,0,16,31,10,1,0,0
EMP-2443,Security,Developer,SQL Server,103,5,5,0,0,54,23,5,1,0,0
EMP-2444,Operations,Intern,CockroachDB,129,0,0,0,1,164,18,8,1,0,0
EMP-2445,Security,Engineer,MariaDB,113,12,6,6,2,23,4,2,0,39.83,0
EMP-2446,QA,Tech Lead,CockroachDB,142,12,10,2,0,27,32,2,0,0,0
EMP-2447,Engineering,Tech Lead,MongoDB,85,10,9,1,1,24,11,4,0,0,0
EMP-2448,Security,Tech Lead,MongoDB,68,7,6,1,1,26,35,8,1,0,0
EMP-2449,Operations,Senior Developer,PostgreSQL,6,8,4,4,1,7,12,10,0,0,0
EMP-2450,Security,Developer,PostgreSQL,13,15,14,1,0,63,28,4,1,0,0
EMP-2451,Finance,Manager,SQL Server,-34,11,10,1,6,22,40,5,0,100,1
EMP-2452,Engineering,Developer,MariaDB,128,4,3,1,1,44,33,9,1,0,1
EMP-2453,Security,Manager,MariaDB,75,8,5,3,0,24,20,4,0,0,0
EMP-2454,Security,Engineer,MariaDB,21,14,10,4,1,25,37,3,1,0,0
EMP-2455,QA,Manager,PostgreSQL,-9,13,7,6,9,10,7,2,1,100,1
EMP-2456,Data Science,Tech Lead,Oracle,7,8,4,4,5,18,37,2,1,36.0,0
EMP-2457,Finance,Developer,Oracle,24,12,7,5,1,12,18,8,0,0,0
EMP-2458,Operations,Manager,SQL Server,92,4,4,0,0,10,20,6,0,0,0
EMP-2459,HR,Intern,Oracle,77,5,3,2,1,62,9,7,1,0,0
EMP-2460,Infrastructure,Junior Developer,Redis,98,14,10,4,1,58,6,4,0,0,0
EMP-2461,Operations,Manager,PostgreSQL,74,3,3,0,1,36,2,4,0,0,0
EMP-2462,Engineering,Senior Developer,SQL Server,20,0,0,0,2,31,20,9,1,0,0
EMP-2463,QA,Manager,MongoDB,26,12,8,4,0,3,22,3,1,0,0
EMP-2464,Infrastructure,Analyst,SQL Server,115,0,0,0,0,22,33,10,1,0,0
EMP-2465,Engineering,Tech Lead,PostgreSQL,98,1,1,0,1,30,11,3,1,0,0
EMP-2466,Engineering,Analyst,MariaDB,124,4,4,0,0,24,15,8,0,0,0
EMP-2467,QA,Tech Lead,Redis,36,0,0,0,2,24,35,4,0,8.0,0
EMP-2468,Infrastructure,Manager,PostgreSQL,-17,8,7,1,3,2,27,7,1,1.33,0
EMP-2469,Data Science,Engineer,SQL Server,22,9,8,1,2,16,8,3,1,0,0
EMP-2470,Infrastructure,Manager,MySQL,86,11,11,0,2,7,13,4,1,0,0
EMP-2471,Data Science,Junior Developer,PostgreSQL,73,1,1,0,2,111,7,2,1,0,1
EMP-2472,Engineering,Intern,MariaDB,-33,3,2,1,10,120,1,6,0,100,1
EMP-2473,Finance,Developer,Redis,128,6,4,2,1,15,26,8,1,0,0
EMP-2474,Security,Manager,MySQL,88,9,7,2,0,8,14,10,1,0,0
EMP-2475,Data Science,Intern,MariaDB,33,5,4,1,1,144,33,7,1,0,0
EMP-2476,Engineering,Engineer,CockroachDB,131,8,8,0,0,19,26,3,1,0,0
EMP-2477,QA,Intern,SQL Server,52,1,1,0,0,151,1,5,1,0,0
EMP-2478,Engineering,Junior Developer,MariaDB,117,15,11,4,1,93,1,3,1,0,0
EMP-2479,Security,Manager,PostgreSQL,87,4,3,1,0,21,2,4,0,0,0
EMP-2480,HR,Developer,PostgreSQL,127,8,4,4,1,24,32,5,1,0,0
EMP-2481,Infrastructure,Junior Developer,SQL Server,145,2,2,0,1,75,36,5,1,0,0
EMP-2482,HR,Engineer,SQL Server,11,12,7,5,2,28,26,3,1,0,0
EMP-2483,Data Science,Senior Developer,MongoDB,73,5,3,2,0,29,22,10,1,0,0
EMP-2484,HR,Manager,MySQL,98,4,2,2,0,1,36,6,0,0,0
EMP-2485,QA,Intern,MongoDB,98,6,6,0,0,162,32,4,0,0,0
EMP-2486,Engineering,Junior Developer,Oracle,-8,0,0,0,8,124,31,7,1,79.67,1
EMP-2487,Security,Senior Developer,Oracle,55,11,9,2,1,5,25,4,0,0,0
EMP-2488,Infrastructure,Tech Lead,CockroachDB,50,12,9,3,1,12,27,8,1,0,0
EMP-2489,Data Science,Manager,Redis,67,8,5,3,1,36,18,7,0,0,0
EMP-2490,Engineering,Intern,SQL Server,9,3,2,1,1,134,18,5,0,8.33,0
EMP-2491,Finance,Tech Lead,SQL Server,17,11,9,2,2,7,36,9,0,0,0
EMP-2492,Data Science,Developer,Oracle,5,10,10,0,4,37,9,2,1,0,0
EMP-2493,Finance,Intern,Oracle,30,10,8,2,0,141,19,3,1,0,0
EMP-2494,QA,Intern,Oracle,22,10,6,4,0,42,20,10,1,0,0
EMP-2495,QA,Developer,Oracle,2,0,0,0,5,46,40,2,1,24.67,0
EMP-2496,Operations,Developer,MySQL,141,7,5,2,1,37,26,5,1,0,0
EMP-2497,Data Science,Senior Developer,MariaDB,58,13,8,5,0,18,38,4,1,0,0
EMP-2498,Security,Engineer,Oracle,11,6,3,3,2,53,9,6,0,16.83,0
EMP-2499,Finance,Engineer,PostgreSQL,128,11,11,0,1,19,28,3,0,0,0
EMP-2500,Operations,Senior Developer,Oracle,147,10,5,5,1,30,34,8,1,0,0
EMP-2501,Data Science,Analyst,PostgreSQL,93,1,1,0,2,51,37,9,0,0,0
EMP-2502,Operations,Junior Developer,Oracle,15,1,1,0,1,132,5,6,1,0,0
EMP-2503,Security,Analyst,Redis,112,4,3,1,0,15,20,5,0,0,0
EMP-2504,QA,Analyst,PostgreSQL,58,1,1,0,2,16,3,10,1,0,0
EMP-2505,Security,Intern,MariaDB,3,2,1,1,3,74,18,6,1,0,0
EMP-2506,Data Science,Junior Developer,Redis,45,10,6,4,1,109,16,8,0,0,0
EMP-2507,Engineering,Manager,Oracle,125,11,6,5,2,23,6,4,0,19.83,0
EMP-2508,Finance,Tech Lead,SQL Server,119,4,2,2,0,33,39,7,0,0,0
EMP-2509,QA,Engineer,MariaDB,41,10,5,5,1,59,38,9,0,3.83,0
EMP-2510,Engineering,Junior Developer,MongoDB,48,10,9,1,1,45,8,3,0,0,0
EMP-2511,Operations,Intern,MongoDB,37,1,1,0,0,144,19,3,0,4.0,0
EMP-2512,Security,Tech Lead,MongoDB,97,4,2,2,0,25,24,6,0,0,0
EMP-2513,HR,Intern,MariaDB,5,11,10,1,5,25,8,7,1,0,0
EMP-2514,Engineering,Developer,MongoDB,84,2,2,0,2,19,36,5,0,0,0
EMP-2515,Infrastructure,Intern,CockroachDB,86,13,12,1,0,61,5,7,1,0,0
EMP-2516,Data Science,Tech Lead,Oracle,17,6,3,3,2,34,39,3,0,25.67,0
EMP-2517,Data Science,Engineer,Oracle,-16,13,12,1,9,17,16,5,0,52.83,0
EMP-2518,Security,Developer,MySQL,141,5,4,1,2,70,3,4,1,0,0
EMP-2519,Engineering,Tech Lead,PostgreSQL,42,6,3,3,1,30,26,5,0,7.0,0
EMP-2520,Operations,Engineer,Oracle,150,9,9,0,1,46,12,2,0,0,0
EMP-2521,QA,Developer,Redis,55,3,2,1,1,14,8,8,0,0,0
EMP-2522,Finance,Intern,MariaDB,132,9,7,2,1,65,33,2,1,0,0
EMP-2523,HR,Analyst,MongoDB,95,14,10,4,0,65,22,6,1,0,0
EMP-2524,Data Science,Junior Developer,SQL Server,86,8,7,1,1,117,26,4,0,0,0
EMP-2525,Operations,Intern,MongoDB,127,9,9,0,1,123,21,6,0,0,0
EMP-2526,Data Science,Analyst,MariaDB,37,12,11,1,1,59,18,9,0,0,0
EMP-2527,Finance,Engineer,SQL Server,76,3,3,0,1,71,36,3,0,0,0
EMP-2528,HR,Junior Developer,SQL Server,22,14,12,2,2,106,36,5,1,0,0
EMP-2529,Operations,Tech Lead,Redis,101,8,7,1,2,4,35,7,0,0,0
EMP-2530,HR,Developer,CockroachDB,143,3,2,1,0,45,15,2,1,0,0
EMP-2531,Data Science,Developer,MySQL,44,14,10,4,0,17,25,3,1,0,0
EMP-2532,Engineering,Tech Lead,CockroachDB,128,7,6,1,0,4,25,7,1,0,0
EMP-2533,Engineering,Intern,MongoDB,74,5,5,0,0,82,33,10,1,0,0
EMP-2534,Engineering,Tech Lead,SQL Server,61,12,8,4,2,25,5,8,0,0,0
EMP-2535,Finance,Manager,MariaDB,33,2,2,0,1,9,24,7,0,0,0
EMP-2536,Infrastructure,Manager,MariaDB,115,3,3,0,0,15,6,6,1,0,0
EMP-2537,Engineering,Intern,SQL Server,20,6,5,1,2,144,17,8,0,0,0
EMP-2538,Engineering,Developer,MongoDB,-25,6,5,1,12,51,31,2,0,100,1
EMP-2539,Infrastructure,Manager,Redis,142,1,1,0,2,22,25,8,1,0,0
EMP-2540,Engineering,Intern,Redis,-4,8,4,4,3,48,34,2,0,62.0,1
EMP-2541,Data Science,Analyst,MongoDB,125,15,11,4,1,44,14,8,1,0,0
EMP-2542,Finance,Analyst,MySQL,71,15,15,0,1,28,10,6,1,0,0
EMP-2543,HR,Developer,MongoDB,27,1,1,0,2,66,3,8,1,0,0
EMP-2544,Finance,Engineer,MySQL,69,15,11,4,1,55,18,7,0,0,0
EMP-2545,Operations,Analyst,PostgreSQL,145,6,4,2,1,28,14,8,0,0,0
EMP-2546,Data Science,Senior Developer,MongoDB,-26,5,3,2,8,7,21,5,1,100,1
EMP-2547,Operations,Manager,CockroachDB,42,13,7,6,2,11,28,8,1,0,0
EMP-2548,HR,Junior Developer,MariaDB,71,13,9,4,1,166,4,9,0,0,0
EMP-2549,Infrastructure,Engineer,CockroachDB,130,3,3,0,2,15,19,4,0,0,0
EMP-2550,Operations,Engineer,Oracle,37,12,11,1,2,52,10,7,1,0,0
EMP-2551,QA,Senior Developer,Redis,19,15,12,3,1,9,26,7,0,0,0
EMP-2552,QA,Intern,SQL Server,75,3,3,0,0,145,23,2,0,0,0
EMP-2553,Engineering,Developer,CockroachDB,65,2,2,0,1,42,24,8,0,0,0
EMP-2554,Infrastructure,Manager,PostgreSQL,95,1,1,0,2,28,12,8,0,0,0
EMP-2555,Finance,Manager,SQL Server,54,6,3,3,0,21,17,8,1,0,0
EMP-2556,Engineering,Manager,MongoDB,149,1,1,0,1,12,38,5,1,0,0
EMP-2557,Security,Analyst,MySQL,-11,0,0,0,5,40,25,2,1,67.67,1
EMP-2558,Security,Junior Developer,CockroachDB,108,15,12,3,0,159,40,6,1,0,0
EMP-2559,QA,Engineer,SQL Server,61,11,7,4,0,64,18,8,1,0,0
EMP-2560,Infrastructure,Developer,MongoDB,99,2,2,0,2,42,19,10,0,0,0
EMP-2561,HR,Manager,CockroachDB,145,13,8,5,1,12,22,2,0,0,0
EMP-2562,Infrastructure,Intern,MongoDB,47,11,9,2,2,96,26,6,1,0,0
EMP-2563,Engineering,Senior Developer,CockroachDB,-19,3,2,1,10,22,30,6,0,100,1
EMP-2564,Security,Engineer,MySQL,29,5,3,2,2,71,30,5,1,0,0
EMP-2565,Operations,Junior Developer,MongoDB,23,1,1,0,1,165,3,9,1,0,0
EMP-2566,HR,Analyst,PostgreSQL,137,5,4,1,2,59,22,3,1,0,0
EMP-2567,HR,Engineer,MySQL,29,3,3,0,2,28,39,5,1,0,0
EMP-2568,HR,Analyst,PostgreSQL,107,13,7,6,1,51,24,5,1,0,0
EMP-2569,Data Science,Developer,MongoDB,-17,6,5,1,9,61,33,4,0,100,1
EMP-2570,Security,Developer,CockroachDB,18,2,1,1,2,44,16,5,1,0,0
EMP-2571,Finance,Engineer,MySQL,-36,4,2,2,10,14,8,2,1,100,1
EMP-2572,QA,Analyst,SQL Server,-30,11,11,0,11,26,40,6,1,97.33,1
EMP-2573,Engineering,Senior Developer,SQL Server,129,2,1,1,2,34,5,3,0,17.67,0
EMP-2574,Finance,Analyst,PostgreSQL,146,14,7,7,1,62,14,5,0,28.33,0
EMP-2575,HR,Engineer,MySQL,82,2,2,0,0,57,30,8,1,0,0
EMP-2576,HR,Developer,SQL Server,51,2,2,0,1,72,11,10,1,0,0
EMP-2577,Infrastructure,Manager,Redis,82,3,2,1,2,16,22,4,1,0,0
EMP-2578,Security,Manager,CockroachDB,61,11,11,0,2,3,22,6,1,0,0
EMP-2579,Security,Manager,PostgreSQL,74,7,4,3,1,6,13,2,1,0,0
EMP-2580,QA,Manager,SQL Server,106,15,14,1,2,12,13,8,0,0,0
EMP-2581,Engineering,Intern,PostgreSQL,13,4,2,2,1,151,33,7,0,15.17,0
EMP-2582,QA,Analyst,MySQL,46,9,8,1,1,31,20,8,1,0,0
EMP-2583,Finance,Tech Lead,PostgreSQL,-27,14,8,6,3,16,26,2,0,100,1
EMP-2584,Finance,Tech Lead,CockroachDB,41,10,10,0,1,6,26,9,0,0,0
EMP-2585,Security,Developer,Redis,-22,14,11,3,12,62,1,3,1,100,1
EMP-2586,Security,Manager,Oracle,106,4,4,0,1,9,38,3,1,0,0
EMP-2587,Finance,Tech Lead,PostgreSQL,55,2,1,1,2,26,37,10,1,0,0
EMP-2588,Engineering,Senior Developer,PostgreSQL,-16,7,5,2,8,32,11,4,1,92.33,1
EMP-2589,Finance,Developer,MySQL,64,1,1,0,1,35,22,8,1,0,0
EMP-2590,Finance,Engineer,CockroachDB,85,5,4,1,1,60,28,5,1,0,0
EMP-2591,Operations,Developer,MariaDB,-23,14,7,7,9,64,10,4,0,100,1
EMP-2592,Finance,Manager,Redis,121,2,2,0,0,28,11,5,1,0,0
EMP-2593,HR,Junior Developer,MariaDB,-23,5,5,0,11,53,27,2,1,100,1
EMP-2594,Infrastructure,Intern,MariaDB,18,4,3,1,1,155,7,3,0,11.83,0
EMP-2595,QA,Developer,PostgreSQL,142,7,4,3,0,46,24,8,1,0,0
EMP-2596,Operations,Engineer,CockroachDB,23,13,7,6,2,69,25,4,1,6.5,0
EMP-2597,Security,Senior Developer,MongoDB,92,11,10,1,0,36,5,10,0,0,0
EMP-2598,Data Science,Analyst,Oracle,43,5,3,2,0,35,10,5,1,0,0
EMP-2599,Finance,Senior Developer,MongoDB,3,8,7,1,2,20,30,7,1,0,0
EMP-2600,HR,Manager,Oracle,34,10,8,2,2,2,33,10,0,0,0
