employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,is_privileged,is_production,breach_risk_score,caused_breach
EMP-03908,Finance,Analyst,PostgreSQL,59,11,5,6,0,41,47,8,0,0,1,18.98,0
EMP-03909,Infrastructure,Senior Developer,MySQL,-41,1,0,0,7,45,43,4,0,0,1,100.0,1
EMP-03910,Data Science,Senior Developer,MongoDB,-30,16,10,5,0,49,36,10,0,0,0,51.43,0
EMP-03911,Finance,Senior Developer,Oracle,-42,0,0,0,0,56,1,5,0,0,1,99.67,1
EMP-03912,Finance,Security Engineer,MySQL,57,1,0,1,3,28,44,6,1,1,0,11.08,0
EMP-03913,Engineering,DBA,Oracle,89,2,0,1,2,33,24,8,1,1,0,0.0,0
EMP-03914,Finance,SRE,Oracle,34,19,14,5,1,11,23,7,0,1,1,0.0,0
EMP-03915,Data Science,Security Engineer,PostgreSQL,15,15,8,5,0,25,28,9,1,1,1,0.0,0
EMP-03916,Finance,Tech Lead,MySQL,-45,2,2,0,7,34,38,8,0,1,1,100.0,1
EMP-03917,Data Science,Security Engineer,MySQL,20,9,5,3,1,73,47,10,1,1,0,0.0,0
EMP-03918,Security,Tech Lead,Oracle,114,17,14,2,4,5,32,6,0,1,1,0.0,0
EMP-03919,Security,Security Engineer,Oracle,-27,3,1,2,4,82,38,5,1,1,0,100.0,1
EMP-03920,Platform,Senior Developer,Oracle,47,6,2,2,4,72,16,10,1,0,1,10.92,0
EMP-03921,Engineering,Platform Engineer,PostgreSQL,20,5,1,3,8,72,34,10,1,0,1,63.17,1
EMP-03922,Data Science,Senior DBA,Oracle,58,20,14,4,2,9,45,4,1,1,1,0.0,0
EMP-03923,Infrastructure,Senior Developer,MySQL,11,10,6,4,7,17,23,3,0,0,0,69.98,1
EMP-03924,Compliance,SRE,MySQL,39,2,0,1,3,8,49,10,1,1,0,0.0,0
EMP-03925,DevOps,Senior DBA,PostgreSQL,42,2,0,0,3,31,23,2,0,1,0,30.89,0
EMP-03926,Security,Security Engineer,MySQL,80,10,9,1,1,71,18,3,1,1,1,0.0,0
EMP-03927,Data Science,Platform Engineer,Oracle,155,18,12,4,2,39,14,5,1,0,1,0.0,0
EMP-03928,Finance,SRE,SQL Server,137,20,18,0,4,25,14,2,1,1,0,0.0,0
EMP-03929,Data Science,Manager,SQL Server,54,18,12,6,3,112,35,3,1,0,1,15.58,0
EMP-03930,Operations,Analyst,Oracle,172,2,0,2,4,108,44,5,1,0,1,50.89,0
EMP-03931,Operations,Analyst,MariaDB,127,1,0,1,8,29,50,4,0,0,1,77.64,1
EMP-03932,Analytics,SRE,MongoDB,-7,20,14,6,3,25,25,4,1,1,1,50.08,0
EMP-03933,Security,DBA,Oracle,46,13,8,3,3,29,31,8,1,1,1,0.0,0
EMP-03934,Engineering,Tech Lead,PostgreSQL,99,18,10,6,4,22,10,8,1,1,1,12.55,0
EMP-03935,Engineering,Analyst,PostgreSQL,112,13,13,0,7,46,44,8,1,0,1,0.0,0
EMP-03936,Platform,Developer,SQL Server,142,11,4,6,3,73,25,5,1,0,1,52.65,0
EMP-03937,Operations,Analyst,MySQL,131,8,6,1,9,41,29,10,0,0,0,26.98,0
EMP-03938,Engineering,Manager,MariaDB,92,9,5,3,3,47,35,7,0,0,0,12.11,0
EMP-03939,Compliance,Senior DBA,PostgreSQL,-26,0,0,0,0,14,10,9,0,1,1,70.81,1
EMP-03940,Security,Senior Developer,MySQL,-31,16,14,2,6,76,32,8,0,0,1,71.08,1
EMP-03941,Data Science,DBA,Oracle,27,11,4,5,1,15,15,7,1,1,1,20.34,0
EMP-03942,Infrastructure,Developer,MySQL,119,14,10,3,2,55,44,6,0,0,1,0.0,0
EMP-03943,Data Science,SRE,Oracle,20,15,8,6,0,2,17,3,1,1,1,8.96,0
EMP-03944,Security,Tech Lead,MySQL,172,3,2,0,4,12,31,9,1,1,0,0.0,0
EMP-03945,Platform,Platform Engineer,MySQL,81,0,0,0,8,82,12,3,1,0,1,61.46,1
EMP-03946,Security,DBA,MySQL,7,16,8,6,0,19,37,8,1,1,1,10.77,0
EMP-03947,Platform,Developer,SQL Server,159,9,9,0,6,98,7,2,1,0,0,0.0,0
EMP-03948,Analytics,Manager,Oracle,8,8,3,5,0,90,24,5,1,0,1,35.22,0
EMP-03949,Engineering,Platform Engineer,PostgreSQL,125,20,14,6,4,69,21,8,0,0,0,0.06,0
EMP-03950,Platform,Senior Developer,MySQL,180,10,6,2,2,53,20,6,1,0,0,0.0,0
EMP-03951,Engineering,Senior Developer,PostgreSQL,46,20,18,2,8,72,35,6,0,0,1,0.0,0
EMP-03952,Infrastructure,Platform Engineer,MySQL,62,0,0,0,2,44,38,5,0,0,0,6.92,0
EMP-03953,DevOps,Developer,PostgreSQL,137,5,1,3,3,22,13,7,1,0,1,19.67,0
EMP-03954,Analytics,Platform Engineer,MySQL,32,11,9,0,7,40,33,8,0,0,0,0.0,0
EMP-03955,Operations,Senior DBA,SQL Server,148,13,12,0,2,22,22,6,1,1,1,0.0,0
EMP-03956,Engineering,Senior DBA,MySQL,41,5,1,3,2,21,30,3,1,1,0,27.56,0
EMP-03957,Compliance,DBA,SQL Server,-22,13,9,3,1,34,20,2,1,1,1,75.56,1
EMP-03958,Security,Developer,MySQL,-14,15,10,5,4,74,39,2,0,0,1,100.0,1
EMP-03959,Operations,DBA,SQL Server,119,19,12,6,1,27,1,2,1,1,0,0.0,0
EMP-03960,Finance,Platform Engineer,MySQL,111,15,13,2,7,86,13,2,0,0,1,18.54,0
EMP-03961,Security,Senior DBA,MariaDB,80,12,5,6,3,4,36,10,1,1,0,18.21,0
EMP-03962,Operations,Senior Developer,Oracle,15,10,7,1,4,36,29,7,0,0,0,0.0,0
EMP-03963,Analytics,SRE,PostgreSQL,1,10,10,0,3,6,7,8,1,1,0,0.0,0
EMP-03964,Analytics,Security Engineer,PostgreSQL,17,6,3,1,2,51,49,2,1,1,0,5.17,0
EMP-03965,Platform,Developer,PostgreSQL,-43,2,0,2,4,95,45,2,1,0,1,100.0,1
EMP-03966,Engineering,SRE,Oracle,-27,19,15,2,1,25,24,2,1,1,1,27.19,0
EMP-03967,Data Science,Tech Lead,PostgreSQL,99,11,7,2,5,11,8,9,0,1,1,8.65,0
EMP-03968,Finance,DBA,Oracle,-38,1,0,1,4,27,39,8,1,1,1,100.0,1
EMP-03969,Engineering,DBA,Oracle,3,18,15,2,2,32,34,9,1,1,1,0.0,0
EMP-03970,Security,Platform Engineer,Oracle,15,14,12,2,2,113,33,4,1,0,0,0.0,0
EMP-03971,Analytics,Developer,Oracle,52,1,0,1,6,41,19,8,1,0,1,35.63,0
EMP-03972,Finance,Platform Engineer,SQL Server,29,5,3,2,0,57,8,3,0,0,0,6.1,0
EMP-03973,DevOps,Security Engineer,PostgreSQL,0,7,6,0,3,86,40,4,1,1,1,16.66,0
EMP-03974,Data Science,DBA,Oracle,13,12,11,1,0,33,13,4,1,1,0,0.0,0
EMP-03975,Data Science,Platform Engineer,Oracle,-20,17,15,2,2,18,13,5,1,0,0,8.19,0
EMP-03976,Engineering,Analyst,SQL Server,-9,10,9,1,11,58,11,10,1,0,0,82.38,1
EMP-03977,Security,Tech Lead,MariaDB,175,7,3,3,7,27,8,2,0,1,0,81.28,1
EMP-03978,DevOps,Platform Engineer,MongoDB,15,4,0,3,4,47,38,6,1,0,1,42.17,0
EMP-03979,Security,Senior Developer,MongoDB,-28,6,3,1,4,88,49,8,1,0,0,77.25,1
EMP-03980,Platform,Senior Developer,Oracle,27,20,18,2,7,89,20,4,1,0,0,0.0,0
EMP-03981,Security,Tech Lead,Oracle,-8,19,13,6,4,14,26,6,1,1,0,67.9,1
EMP-03982,Analytics,Analyst,PostgreSQL,80,18,16,0,7,99,6,10,1,0,1,0.0,0
EMP-03983,Finance,Senior DBA,PostgreSQL,143,3,0,1,2,14,24,7,1,1,1,2.41,0
EMP-03984,Operations,Tech Lead,Oracle,6,16,12,4,6,10,48,5,1,1,1,32.15,0
EMP-03985,Analytics,Security Engineer,MySQL,158,6,0,4,0,117,31,2,1,1,0,44.06,0
EMP-03986,Infrastructure,Analyst,SQL Server,119,2,1,1,5,55,14,2,1,0,1,40.97,0
EMP-03987,Security,Analyst,MySQL,153,17,14,1,12,90,23,10,0,0,0,13.12,0
EMP-03988,Finance,SRE,PostgreSQL,134,1,0,0,1,33,2,4,0,1,1,13.12,0
EMP-03989,DevOps,Tech Lead,MySQL,0,12,7,4,5,28,29,4,0,1,0,77.08,1
EMP-03990,DevOps,Analyst,PostgreSQL,153,4,4,0,9,61,4,6,1,0,1,31.25,0
EMP-03991,DevOps,Senior DBA,MySQL,156,3,1,2,1,27,15,3,0,1,0,26.44,0
EMP-03992,Operations,Senior Developer,MySQL,151,19,15,4,7,115,25,2,1,0,1,14.77,0
EMP-03993,Security,Tech Lead,PostgreSQL,29,0,0,0,8,7,21,5,1,1,1,52.74,0
EMP-03994,Finance,Analyst,Oracle,68,0,0,0,6,110,34,2,1,0,0,51.8,0
EMP-03995,Security,SRE,SQL Server,0,13,9,4,4,3,5,4,1,1,1,42.46,0
EMP-03996,Security,Developer,MySQL,98,12,9,3,2,104,24,6,1,0,1,0.0,0
EMP-03997,Analytics,DBA,MySQL,66,18,13,5,2,31,2,6,0,1,0,0.0,0
EMP-03998,Security,Senior DBA,MySQL,89,1,0,0,3,35,21,5,1,1,0,4.6,0
EMP-03999,Analytics,Security Engineer,SQL Server,142,18,14,2,1,66,41,3,1,1,0,0.0,0
EMP-04000,Infrastructure,Developer,MySQL,115,14,7,5,0,25,29,4,0,0,1,8.65,0
EMP-04001,DevOps,Manager,MongoDB,141,0,0,0,3,87,6,2,1,0,0,13.22,0
EMP-04002,Finance,Senior Developer,MongoDB,0,12,10,0,4,91,8,3,1,0,0,0.0,0
EMP-04003,Finance,Manager,PostgreSQL,131,6,2,4,6,55,26,2,1,0,1,71.27,1
EMP-04004,Analytics,Senior Developer,PostgreSQL,-1,8,6,1,1,88,4,9,0,0,0,7.92,0
EMP-04005,Finance,Analyst,Oracle,60,16,11,5,9,35,43,10,1,0,1,32.32,0
EMP-04006,Analytics,Platform Engineer,Oracle,84,8,5,3,4,19,29,6,1,0,1,10.09,0
EMP-04007,Engineering,Analyst,MySQL,62,15,10,4,8,57,40,10,1,0,1,17.31,0
EMP-04008,Security,Senior DBA,MySQL,132,11,9,1,1,17,21,4,1,1,0,0.0,0
EMP-04009,Compliance,Senior Developer,MySQL,100,15,10,5,7,54,38,5,1,0,1,36.38,0
EMP-04010,Operations,SRE,MySQL,12,2,0,2,3,19,29,6,0,1,1,50.77,0
EMP-04011,Data Science,SRE,MongoDB,-30,15,10,5,0,24,4,5,1,1,1,60.3,1
EMP-04012,Compliance,Senior DBA,PostgreSQL,5,3,1,2,0,6,17,4,1,1,1,19.83,0
EMP-04013,Compliance,Platform Engineer,SQL Server,20,2,0,2,7,48,34,7,1,0,1,62.48,1
EMP-04014,Compliance,Senior DBA,MongoDB,123,7,3,3,2,11,12,10,1,1,1,0.0,0
EMP-04015,Analytics,Tech Lead,MariaDB,-13,8,5,1,6,9,29,2,0,1,1,100.0,1
EMP-04016,Engineering,Developer,MySQL,41,19,14,4,5,17,50,7,0,0,0,0.0,0
EMP-04017,Engineering,Manager,MongoDB,-10,20,16,2,3,66,21,3,0,0,1,25.31,0
EMP-04018,Analytics,Senior DBA,Oracle,-6,3,1,2,1,29,5,6,1,1,0,64.66,1
EMP-04019,Compliance,Developer,Oracle,-38,2,2,0,2,79,28,6,1,0,1,85.7,1
EMP-04020,Analytics,Security Engineer,MongoDB,45,6,2,4,3,86,42,6,1,1,1,41.89,0
EMP-04021,Data Science,SRE,MySQL,27,0,0,0,2,10,1,9,0,1,1,5.96,0
EMP-04022,Compliance,DBA,PostgreSQL,-38,1,0,1,1,32,22,2,1,1,1,98.48,1
EMP-04023,Infrastructure,Developer,Oracle,98,6,2,3,1,54,31,4,1,0,0,6.76,0
EMP-04024,Engineering,Security Engineer,Oracle,142,10,8,2,0,95,28,6,1,1,0,0.0,0
EMP-04025,DevOps,Senior DBA,Oracle,43,10,5,3,2,32,47,2,1,1,0,9.97,0
EMP-04026,Operations,Manager,Oracle,106,0,0,0,7,75,21,7,0,0,0,56.85,1
EMP-04027,Security,Manager,Oracle,86,18,15,3,5,63,13,6,1,0,0,0.0,0
EMP-04028,Operations,Analyst,MySQL,3,4,2,0,8,15,4,3,1,0,0,65.69,1
EMP-04029,Finance,Senior DBA,Oracle,59,17,12,5,4,19,9,2,0,1,0,26.19,0
EMP-04030,Operations,Senior Developer,MySQL,88,1,0,1,4,116,50,3,0,0,1,59.42,1
EMP-04031,Finance,DBA,MySQL,90,11,7,4,0,2,5,6,0,1,1,0.0,0
EMP-04032,Data Science,Senior DBA,Oracle,101,8,3,3,3,20,14,4,0,1,1,51.65,0
EMP-04033,Compliance,Security Engineer,MySQL,2,19,16,2,0,109,39,5,1,1,1,0.0,0
EMP-04034,Security,SRE,PostgreSQL,138,15,12,2,2,26,19,10,1,1,1,0.0,0
EMP-04035,Data Science,Senior DBA,MySQL,131,5,2,1,1,32,1,8,1,1,0,0.0,0
EMP-04036,Engineering,Senior Developer,PostgreSQL,66,8,5,2,8,104,13,3,1,0,0,48.13,0
EMP-04037,Finance,Manager,PostgreSQL,15,6,3,2,7,116,1,6,1,0,0,46.47,0
EMP-04038,Analytics,Platform Engineer,MySQL,-6,12,6,5,1,101,30,9,1,0,1,57.23,1
EMP-04039,Compliance,Platform Engineer,Oracle,-22,4,3,1,5,120,25,9,1,0,1,100.0,1
EMP-04040,Data Science,SRE,Oracle,1,12,6,6,2,3,5,10,1,1,1,47.65,0
EMP-04041,Security,Platform Engineer,PostgreSQL,9,15,14,0,4,89,36,2,0,0,0,0.0,0
EMP-04042,Analytics,Platform Engineer,Oracle,28,15,14,1,1,96,47,9,1,0,1,0.0,0
EMP-04043,Engineering,Security Engineer,MySQL,30,18,15,2,0,60,29,9,1,1,0,0.0,0
EMP-04044,Operations,Analyst,Oracle,69,0,0,0,10,92,14,7,0,0,1,97.65,1
EMP-04045,Finance,Manager,MySQL,28,13,8,3,0,12,8,5,1,0,0,0.0,0
EMP-04046,Infrastructure,SRE,PostgreSQL,23,0,0,0,2,24,50,9,1,1,1,0.0,0
EMP-04047,Analytics,Security Engineer,Oracle,55,11,6,4,4,95,16,2,0,1,1,74.58,1
EMP-04048,Analytics,Manager,SQL Server,94,2,0,1,5,71,5,6,1,0,1,35.02,0
EMP-04049,Operations,Senior DBA,PostgreSQL,110,8,1,5,2,3,36,8,1,1,0,27.97,0
EMP-04050,Operations,SRE,SQL Server,-6,18,13,5,1,35,35,7,1,1,0,15.33,0
EMP-04051,Security,Senior Developer,Oracle,163,1,0,1,1,76,20,4,0,0,0,19.65,0
EMP-04052,Infrastructure,DBA,MySQL,124,20,15,3,2,4,12,4,1,1,1,0.0,0
EMP-04053,Platform,Platform Engineer,PostgreSQL,28,11,5,4,6,9,20,8,0,0,1,48.75,0
EMP-04054,Operations,Manager,MySQL,65,7,3,3,2,73,38,7,1,0,1,7.15,0
EMP-04055,Compliance,Analyst,MySQL,165,10,4,4,10,68,43,3,1,0,0,91.42,1
EMP-04056,Security,Senior DBA,PostgreSQL,73,2,2,0,0,34,13,6,1,1,1,0.0,0
EMP-04057,Finance,SRE,PostgreSQL,123,20,17,1,3,18,20,9,1,1,0,0.0,0
EMP-04058,Security,Senior Developer,Oracle,150,5,5,0,3,43,15,10,1,0,1,0.0,0
EMP-04059,DevOps,Manager,MongoDB,26,0,0,0,0,101,19,9,1,0,1,0.0,0
EMP-04060,Analytics,Developer,PostgreSQL,22,15,11,4,0,51,2,10,0,0,0,0.0,0
EMP-04061,Infrastructure,DBA,PostgreSQL,10,5,4,1,3,19,12,7,1,1,0,0.0,0
EMP-04062,DevOps,Security Engineer,Oracle,10,13,6,6,1,74,8,8,0,1,0,43.46,0
EMP-04063,Data Science,SRE,MySQL,19,8,3,4,0,1,7,6,0,1,0,17.15,0
EMP-04064,Security,Developer,Oracle,7,15,13,2,6,57,36,5,0,0,1,19.33,0
EMP-04065,Platform,Senior DBA,Oracle,111,8,6,2,2,14,8,4,1,1,0,0.0,0
EMP-04066,Security,DBA,PostgreSQL,39,15,10,5,1,10,42,6,1,1,1,0.0,0
EMP-04067,Security,Developer,PostgreSQL,15,14,13,0,8,119,36,3,1,0,1,0.0,0
EMP-04068,Analytics,SRE,MySQL,21,16,9,5,1,11,3,5,1,1,0,0.0,0
EMP-04069,Platform,Tech Lead,Oracle,1,3,2,1,8,13,37,9,1,1,0,72.91,1
EMP-04070,Infrastructure,Developer,Oracle,4,2,1,0,2,87,14,6,1,0,0,8.84,0
EMP-04071,Compliance,DBA,MySQL,125,4,4,0,3,23,12,2,0,1,1,13.35,0
EMP-04072,Security,Analyst,PostgreSQL,117,8,8,0,0,118,39,3,1,0,1,0.0,0
EMP-04073,Data Science,Developer,MySQL,-34,11,3,6,6,77,7,3,1,0,1,100.0,1
EMP-04074,Operations,SRE,MongoDB,58,18,17,1,1,9,38,6,0,1,0,0.0,0
EMP-04075,Data Science,Tech Lead,PostgreSQL,0,8,5,3,0,17,8,9,1,1,1,1.88,0
EMP-04076,Infrastructure,Tech Lead,Oracle,40,17,13,4,1,24,29,5,0,1,0,0.0,0
EMP-04077,Finance,SRE,MySQL,-42,1,0,1,3,12,17,4,1,1,1,100.0,1
EMP-04078,Security,DBA,PostgreSQL,26,18,15,2,0,34,7,3,1,1,1,0.0,0
EMP-04079,Engineering,Developer,Oracle,93,6,4,2,0,79,49,4,1,0,1,0.0,0
EMP-04080,Platform,Manager,MongoDB,14,1,0,1,5,111,38,6,0,0,1,55.07,1
EMP-04081,Operations,Senior DBA,MySQL,-12,6,2,2,4,26,29,6,1,1,0,94.79,0
EMP-04082,Analytics,Senior DBA,MariaDB,150,6,2,3,2,26,4,10,0,1,1,21.36,0
EMP-04083,Infrastructure,DBA,MySQL,-8,19,17,2,4,9,12,6,0,1,0,8.31,0
EMP-04084,Platform,DBA,PostgreSQL,48,7,5,2,1,29,19,7,1,1,1,0.0,0
EMP-04085,Operations,Platform Engineer,Oracle,71,7,7,0,6,94,9,4,1,0,1,0.0,0
EMP-04086,Finance,Senior Developer,Oracle,21,11,6,3,6,11,29,10,1,0,1,11.04,0
EMP-04087,Operations,Tech Lead,PostgreSQL,5,9,3,5,3,2,34,5,0,1,0,72.95,1
EMP-04088,DevOps,Senior Developer,PostgreSQL,3,17,16,1,7,15,19,5,0,0,0,0.0,0
EMP-04089,Compliance,Senior DBA,PostgreSQL,-9,4,2,1,2,9,32,4,1,1,1,63.95,1
EMP-04090,Compliance,Manager,MySQL,94,19,15,4,0,34,40,5,1,0,0,0.0,0
EMP-04091,Infrastructure,Analyst,Oracle,77,16,12,4,12,109,30,7,1,0,0,61.41,1
EMP-04092,Finance,DBA,MySQL,69,11,5,5,2,31,13,10,1,1,0,2.52,0
EMP-04093,Analytics,Platform Engineer,MySQL,-27,14,7,5,6,35,31,3,1,0,1,100.0,1
EMP-04094,DevOps,Manager,Oracle,-37,9,5,2,1,65,19,9,1,0,1,65.53,0
EMP-04095,Compliance,Security Engineer,PostgreSQL,19,12,11,1,1,72,17,3,1,1,1,0.0,0
EMP-04096,Security,SRE,SQL Server,170,18,13,5,2,33,41,7,1,1,1,0.0,0
EMP-04097,Data Science,Tech Lead,MySQL,-39,16,11,3,4,35,18,6,1,1,1,73.1,1
EMP-04098,Compliance,Senior DBA,PostgreSQL,41,14,10,2,3,2,47,8,1,1,1,0.0,0
EMP-04099,Infrastructure,Senior Developer,PostgreSQL,155,12,7,3,2,18,8,8,0,0,0,0.0,0
EMP-04100,Compliance,Senior DBA,PostgreSQL,17,4,0,3,3,8,50,5,1,1,1,41.48,0
EMP-04101,Infrastructure,Senior DBA,MySQL,15,16,13,3,4,10,27,5,1,1,1,0.0,0
EMP-04102,Platform,Platform Engineer,PostgreSQL,22,11,10,0,5,75,36,4,1,0,0,0.0,0
EMP-04103,DevOps,Tech Lead,SQL Server,75,4,3,1,6,23,35,9,1,1,0,9.3,0
EMP-04104,Operations,Analyst,MySQL,66,20,14,6,11,102,5,8,0,0,0,67.88,1
EMP-04105,Analytics,Tech Lead,PostgreSQL,17,7,4,3,4,8,47,8,0,1,0,28.66,0
EMP-04106,Data Science,DBA,PostgreSQL,4,13,9,4,0,5,36,2,0,1,1,18.74,0
EMP-04107,Finance,Security Engineer,MySQL,107,18,17,0,0,112,34,5,1,1,1,0.0,0
EMP-04108,Engineering,Developer,MongoDB,69,5,3,1,8,28,17,3,1,0,1,41.93,0
EMP-04109,Security,SRE,Oracle,5,17,15,1,0,35,37,10,1,1,1,0.0,0
EMP-04110,Security,Developer,MongoDB,129,14,9,4,2,97,7,2,1,0,0,0.0,0
EMP-04111,Compliance,Tech Lead,MySQL,83,6,6,0,2,25,13,7,1,1,1,0.0,0
EMP-04112,Data Science,Tech Lead,MySQL,166,13,11,0,6,34,25,8,1,1,1,0.0,0
EMP-04113,Platform,Developer,PostgreSQL,5,5,5,0,6,114,2,4,0,0,1,51.89,0
EMP-04114,Infrastructure,Tech Lead,PostgreSQL,75,16,12,2,6,13,44,10,1,1,1,0.0,0
EMP-04115,DevOps,Manager,Oracle,14,3,2,0,1,117,35,4,1,0,1,0.0,0
EMP-04116,Compliance,SRE,Oracle,32,16,8,6,4,32,33,10,1,1,1,22.62,0
EMP-04117,Compliance,Platform Engineer,MySQL,156,7,5,1,5,100,24,9,1,0,0,0.0,0
EMP-04118,Analytics,Tech Lead,PostgreSQL,-14,16,12,2,1,30,34,5,0,1,1,39.78,0
EMP-04119,Infrastructure,DBA,MySQL,136,3,3,0,4,28,47,5,0,1,0,12.58,0
EMP-04120,Engineering,SRE,MySQL,59,4,3,0,1,33,41,2,1,1,1,0.0,0
EMP-04121,Analytics,DBA,Oracle,158,14,10,3,4,12,16,4,0,1,0,5.46,0
EMP-04122,Analytics,SRE,MySQL,30,7,4,3,0,20,16,2,0,1,1,22.92,0
EMP-04123,Engineering,Tech Lead,MongoDB,83,12,9,3,0,31,16,5,1,1,1,0.0,0
EMP-04124,Finance,Platform Engineer,PostgreSQL,110,5,4,1,6,47,43,6,0,0,1,31.21,0
EMP-04125,Data Science,Manager,MySQL,179,7,3,2,0,44,5,3,0,0,1,5.92,0
EMP-04126,Analytics,Senior Developer,Oracle,24,20,16,4,0,59,40,8,0,0,1,0.0,0
EMP-04127,Compliance,Analyst,MongoDB,63,12,4,6,7,40,18,9,0,0,1,76.8,1
EMP-04128,Infrastructure,Senior Developer,MongoDB,100,15,15,0,8,89,44,7,1,0,0,0.0,0
EMP-04129,Analytics,Senior DBA,PostgreSQL,6,4,3,1,1,24,8,6,0,1,0,13.77,0
EMP-04130,Operations,Platform Engineer,MySQL,17,6,4,2,3,43,42,7,0,0,1,16.77,0
EMP-04131,Operations,Senior Developer,Oracle,176,0,0,0,5,60,39,4,1,0,1,31.91,0
EMP-04132,Operations,Senior DBA,Oracle,59,1,0,0,4,6,23,5,1,1,0,10.78,0
EMP-04133,Platform,Analyst,Oracle,46,15,13,1,1,9,14,9,1,0,0,0.0,0
EMP-04134,Finance,Security Engineer,MySQL,25,18,12,4,4,117,4,2,1,1,0,12.06,0
EMP-04135,Compliance,Analyst,Oracle,7,7,6,0,2,27,28,6,1,0,1,0.0,0
EMP-04136,Infrastructure,Senior DBA,PostgreSQL,-10,13,7,4,0,19,25,7,1,1,0,38.26,0
EMP-04137,Compliance,Security Engineer,PostgreSQL,-23,7,2,4,0,14,48,8,1,1,0,81.74,1
EMP-04138,Data Science,Senior DBA,MySQL,-44,12,10,1,2,33,15,3,1,1,0,43.31,0
EMP-04139,Finance,SRE,Oracle,8,10,3,6,3,7,49,4,0,1,1,98.92,1
EMP-04140,Platform,Platform Engineer,Oracle,83,10,3,6,4,47,24,2,1,0,0,75.73,1
EMP-04141,Analytics,Manager,Oracle,57,4,0,3,8,101,50,6,1,0,0,92.84,1
EMP-04142,Data Science,Developer,Oracle,23,14,8,4,2,39,7,5,1,0,1,0.0,1
EMP-04143,Operations,Senior DBA,Oracle,113,10,3,6,3,22,37,8,1,1,0,46.24,1
EMP-04144,DevOps,Tech Lead,MariaDB,-9,7,5,2,5,36,14,9,0,1,0,84.03,1
EMP-04145,Engineering,DBA,PostgreSQL,16,15,15,0,2,25,44,4,1,1,1,0.0,0
EMP-04146,Compliance,Manager,MySQL,22,4,3,0,2,63,4,10,1,0,1,0.0,0
EMP-04147,Platform,Senior DBA,Oracle,-25,4,0,3,1,8,35,4,1,1,0,100.0,1
EMP-04148,DevOps,Analyst,PostgreSQL,134,17,12,5,11,21,39,4,1,0,0,50.41,0
EMP-04149,Security,Manager,Oracle,0,7,5,0,0,86,47,2,1,0,1,0.0,0
EMP-04150,Engineering,Security Engineer,MySQL,3,17,9,6,4,28,21,6,0,1,0,71.08,1
EMP-04151,Operations,Senior DBA,PostgreSQL,22,0,0,0,2,11,37,7,0,1,1,12.45,0
EMP-04152,Analytics,Security Engineer,Oracle,69,19,12,6,0,114,16,9,1,1,0,0.0,0
EMP-04153,Data Science,Tech Lead,PostgreSQL,16,2,0,2,6,3,42,2,0,1,0,77.37,1
EMP-04154,Engineering,Security Engineer,MySQL,6,20,18,0,3,65,11,9,1,1,1,0.0,0
EMP-04155,Platform,Security Engineer,MySQL,-27,6,3,3,0,107,17,4,0,1,0,100.0,1
EMP-04156,Platform,Analyst,MySQL,4,7,5,2,10,21,26,9,0,0,1,81.56,1
EMP-04157,Platform,Senior DBA,SQL Server,27,3,1,2,3,14,6,2,1,1,0,33.64,0
EMP-04158,Platform,Developer,Oracle,136,1,0,0,8,73,1,5,1,0,0,54.22,0
EMP-04159,Platform,Senior DBA,MySQL,2,14,11,3,4,24,12,8,1,1,0,0.5,0
EMP-04160,Engineering,Senior DBA,Oracle,19,20,14,6,3,11,5,10,0,1,0,0.0,0
EMP-04161,Engineering,DBA,MySQL,2,0,0,0,3,15,17,9,0,1,0,37.69,0
EMP-04162,Security,SRE,MySQL,27,9,4,4,4,2,41,2,0,1,0,61.29,1
EMP-04163,Security,Senior DBA,MySQL,0,1,0,1,3,24,32,9,1,1,0,32.0,0
EMP-04164,Engineering,Tech Lead,MySQL,176,15,10,4,8,24,29,7,1,1,0,25.0,0
EMP-04165,Infrastructure,SRE,MySQL,-39,8,6,1,4,36,11,6,1,1,1,81.25,1
EMP-04166,Infrastructure,DBA,MariaDB,129,15,13,2,3,9,16,10,1,1,0,0.0,0
EMP-04167,Infrastructure,DBA,Oracle,24,12,9,3,4,32,24,2,1,1,0,7.67,0
EMP-04168,Engineering,Senior DBA,PostgreSQL,-44,18,11,5,3,3,32,5,1,1,0,74.99,1
EMP-04169,Security,Senior DBA,PostgreSQL,45,15,8,6,1,15,5,3,1,1,1,13.95,0
EMP-04170,Engineering,Analyst,MySQL,54,8,2,5,0,94,40,7,1,0,0,14.21,0
EMP-04171,DevOps,DBA,SQL Server,106,13,11,0,2,20,37,10,1,1,0,0.0,0
EMP-04172,Platform,Analyst,Oracle,80,8,7,0,12,13,13,3,1,0,0,45.31,0
EMP-04173,Platform,Tech Lead,Oracle,146,4,4,0,8,19,25,6,1,1,1,29.64,0
EMP-04174,Security,Senior DBA,Oracle,101,1,1,0,2,17,42,10,1,1,1,0.0,0
EMP-04175,Security,Security Engineer,MySQL,54,11,7,4,0,39,26,3,0,1,0,5.19,0
EMP-04176,Compliance,Platform Engineer,PostgreSQL,-25,20,15,3,2,111,10,7,1,0,1,29.15,0
EMP-04177,Compliance,Senior DBA,PostgreSQL,28,17,14,2,4,18,19,6,1,1,1,0.0,0
